                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3111,                0.69907,                      1,                 1.1583,             0.00023382,             0.00023382,             0.00023382
