                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.54531,                0.86574,                      1,                 1.0057,             0.00023382,             0.00023382,             0.00023382
